,$\gamma^\mathrm{risk}$,$\gamma^\mathrm{trade}$,$\gamma^\mathrm{hold}$,Return,Risk,is_pareto
67,0.1,6.5,0.1,19.5952,23.2425,False
68,0.562,7,100,24.3089,23.2016,False
69,0.562,7,1000,24.3105,23.2009,False
70,0.17782,5.5,1,22.0023,23.1107,False
71,0.17782,6.5,1,19.4671,23.0024,False
72,0.1,7,1,18.4651,22.8511,False
73,0.17782,5.5,0.1,21.234,22.7728,False
74,0.31624,8,100,23.2141,22.7328,False
75,0.31624,8,1000,23.215,22.7323,False
76,0.31624,6,1,20.4035,22.549,False
77,0.17782,6.5,0.1,19.0111,22.5247,False
78,0.1,7,0.1,18.1366,22.5228,False
79,0.17782,7,1,18.3388,22.281,False
80,0.562,7,10,23.5998,22.2553,False
81,0.31624,8,10,22.5964,22.1006,False
82,0.31624,6,0.1,19.6478,22.0366,False
83,0.31624,5.5,1,21.485,21.973,False
84,0.17782,7,0.1,18.2012,21.8607,False
85,0.31624,6.5,1,18.7881,21.8461,False
86,0.31624,5.5,0.1,20.8841,21.795,False
87,1,5.5,100,24.9721,21.761,False
88,1,5.5,1000,24.9759,21.76,True
89,0.562,7.5,100,22.5017,21.6075,False
90,0.562,7.5,1000,22.503,21.607,False
91,0.1,7.5,1,18.7445,21.5457,False
92,0.31624,6.5,0.1,18.414,21.2772,False
93,0.31624,7,1,17.8624,20.9948,False
94,0.1,7.5,0.1,17.084,20.9603,False
95,1,6,100,22.9594,20.8632,False
96,1,6,1000,22.9624,20.8624,False
97,0.562,7.5,10,21.8491,20.8052,False
98,0.17782,7.5,1,17.7929,20.6098,False
99,0.31624,7,0.1,17.4694,20.5277,False
100,0.562,5.5,1,20.4481,20.3396,False
101,0.562,5.5,0.1,19.7398,20.3187,False
102,1,5.5,10,24.6703,20.2325,True
103,0.562,6,1,18.9794,20.1906,False
104,0.17782,7.5,0.1,16.6753,20.17,False
105,0.562,8,100,20.9026,20.1351,False
106,0.562,8,1000,20.9037,20.1347,False
107,0.562,6,0.1,18.7367,19.7943,False
108,1,6.5,100,21.3361,19.7742,False
109,1,6.5,1000,21.3385,19.7737,False
110,0.1,8,1,17.5919,19.7311,False
111,0.562,6.5,1,17.9968,19.6439,False
112,1,6,10,22.6407,19.5629,True
113,0.562,8,10,20.2363,19.4805,False
114,0.31624,7.5,1,16.1087,19.1937,False
115,0.562,6.5,0.1,17.5311,19.1783,False
116,0.1,8,0.1,15.8816,19.1349,False
117,0.17782,8,1,16.5136,18.8603,False
118,0.31624,7.5,0.1,15.2822,18.8238,False
119,1,7,100,19.9885,18.7715,False
120,1,7,1000,19.9904,18.7711,False
121,1,6.5,10,20.9684,18.6965,True
122,0.562,7,1,15.6348,18.5016,False
123,0.17782,8,0.1,15.0346,18.461,False
124,0.562,7,0.1,15.527,18.0906,False
125,1,7,10,19.5319,17.8511,False
126,1,7.5,100,18.8184,17.841,False
127,1,7.5,1000,18.8199,17.8407,False
128,0.31624,8,1,14.9778,17.4357,False
129,1,5.5,1,17.714,17.3604,False
130,1,5.5,0.1,17.2542,17.2773,False
131,0.31624,8,0.1,13.8318,17.2193,False
132,0.562,7.5,1,13.7783,17.0701,False
133,1,7.5,10,18.317,17.0312,False
134,1,6,1,17.0274,16.9798,False
135,1,8,100,17.7733,16.9544,False
136,1,8,1000,17.7744,16.9541,False
137,1,6,0.1,16.7101,16.8496,False
138,0.562,7.5,0.1,13.3646,16.7255,False
139,1,8,10,17.2644,16.2669,False
140,1,6.5,1,14.6024,16.0727,False
141,2,5.5,100,19.6138,15.9154,False
142,2,5.5,1000,19.6179,15.9148,False
143,1,6.5,0.1,14.5482,15.8723,False
144,0.562,8,1,12.8471,15.592,False
145,0.562,8,0.1,12.0249,15.4882,False
146,1,7,1,12.8501,15.2221,False
147,1,7,0.1,12.7204,14.9322,False
148,2,6,100,17.9301,14.8777,False
149,2,6,1000,17.9332,14.8773,False
150,1,7.5,1,11.4214,14.366,False
151,1,7.5,0.1,11.1559,14.1298,False
152,2,6.5,100,16.3506,14.0219,False
153,2,6.5,1000,16.3531,14.0216,False
154,2,5.5,10,19.6215,14.0144,True
155,2,5.5,0.1,13.7116,13.4759,False
156,2,5.5,1,14.0486,13.4008,False
157,1,8,1,10.6862,13.3738,False
158,1,8,0.1,9.92126,13.3292,False
159,2,7,100,15.0542,13.3166,False
160,2,7,1000,15.0562,13.3164,False
161,2,6,10,17.6384,13.2988,True
162,3,5.5,100,16.4723,13.0819,False
163,3,5.5,1000,16.4764,13.0814,False
164,2,7.5,100,14.1416,12.825,False
165,2,7.5,1000,14.1432,12.8249,False
166,2,6,0.1,11.953,12.7314,False
167,2,6.5,10,15.9195,12.7233,False
168,2,6,1,12.6251,12.5867,False
169,2,8,100,13.4771,12.4735,False
170,2,8,1000,13.4784,12.4734,False
171,2,7,10,14.6743,12.3449,False
172,3,6,100,15.2678,12.2517,False
173,3,6,1000,15.2711,12.2513,False
174,2,6.5,0.1,10.6247,12.1801,False
175,2,6.5,1,10.9153,12.1113,False
176,2,7.5,10,13.892,12.0855,False
177,3,5.5,0.1,11.8341,11.8757,False
178,2,8,10,13.1694,11.8162,False
179,3,5.5,1,12.135,11.767,False
180,2,7,0.1,9.26445,11.7338,False
181,2,7,1,9.588,11.6963,False
182,3,6.5,100,14.2398,11.5769,False
183,3,6.5,1000,14.2424,11.5766,False
184,2,7.5,1,8.58481,11.3428,False
185,2,7.5,0.1,8.01943,11.2912,False
186,3,5.5,10,17.0102,11.2366,True
187,3,6,0.1,10.0284,11.2194,False
188,3,7,100,13.2586,11.0486,False
189,3,7,1000,13.2606,11.0484,False
190,3,6,1,10.8906,11.0116,False
191,2,8,0.1,7.20445,10.9235,False
192,2,8,1,7.96264,10.8304,False
193,3,6,10,15.5276,10.6797,True
194,3,6.5,0.1,8.97333,10.6342,False
195,3,7.5,100,12.467,10.5876,False
196,3,7.5,1000,12.4686,10.5875,False
197,3,6.5,1,9.06091,10.5712,False
198,3,7,0.1,7.60975,10.3211,False
199,3,8,100,11.7458,10.2571,False
200,3,8,1000,11.7471,10.257,False
201,3,6.5,10,14.1928,10.2369,True
202,3,7,1,8.13762,10.2071,False
203,3,7.5,0.1,6.66555,10.0065,False
204,6,5.5,0.1,8.88823,9.97873,False
205,3,7.5,1,7.09496,9.966,False
206,3,7,10,13.0115,9.89441,True
207,6,5.5,1,9.07682,9.88817,False
208,3,8,0.1,5.99969,9.79289,False
209,3,7.5,10,12.0206,9.64875,False
210,3,8,1,6.66317,9.57533,False
211,6,6,0.1,7.68258,9.50972,False
212,3,8,10,11.2667,9.48792,False
213,6,5.5,100,11.6964,9.39112,False
214,6,5.5,1000,11.7007,9.39086,False
215,6,6,1,8.29054,9.32395,False
216,6,6.5,0.1,6.68148,9.0596,False
217,10,5.5,0.1,6.59993,8.90402,False
218,6,6.5,1,7.09297,8.87214,False
219,6,7,0.1,5.59525,8.74336,False
220,6,6,100,10.9906,8.74172,False
221,6,6,1000,10.9938,8.74155,False
222,10,5.5,1,6.86733,8.73567,False
223,6,7.5,0.1,4.79719,8.50981,False
224,10,6,0.1,5.96748,8.4751,False
225,6,7,1,6.10975,8.47149,False
226,6,8,0.1,4.51195,8.24422,False
227,10,6,1,6.58866,8.24292,False
228,6,6.5,100,10.3639,8.23755,False
229,6,6.5,1000,10.3665,8.23743,False
230,6,7.5,1,5.37717,8.19613,False
231,10,6.5,0.1,5.13682,8.08519,False
232,6,5.5,10,12.4211,8.00396,True
233,6,8,1,5.1554,7.85571,False
234,6,7,100,9.96611,7.83883,False
235,6,7,1000,9.9681,7.83875,False
236,10,6.5,1,5.50648,7.80435,False
237,10,7,0.1,4.24397,7.7806,False
238,6,7.5,100,9.45288,7.58326,False
239,6,7.5,1000,9.45444,7.5832,False
240,18,5.5,0.1,4.73407,7.5742,False
241,10,7.5,0.1,3.84838,7.47133,False
242,6,6,10,11.6462,7.47077,True
243,10,7,1,4.80471,7.43605,False
244,6,8,100,9.04959,7.40438,False
245,6,8,1000,9.05083,7.40434,False
246,18,5.5,1,5.43535,7.29516,False
247,10,8,0.1,3.77423,7.14627,False
248,18,6,0.1,4.47147,7.12095,False
249,10,5.5,100,9.03969,7.11618,False
250,10,5.5,1000,9.04409,7.11609,False
251,10,7.5,1,4.51828,7.07062,False
252,6,6.5,10,10.8934,7.06464,True
253,18,6,1,4.98822,6.8277,False
254,6,7,10,10.2302,6.76935,True
255,10,8,1,4.3937,6.756,False
256,18,6.5,0.1,3.8729,6.75454,False
257,10,6,100,8.5649,6.71785,False
258,10,6,1000,8.56831,6.71778,False
259,6,7.5,10,9.60867,6.5976,False
260,6,8,10,9.03649,6.5044,False
261,18,6.5,1,4.40257,6.44161,False
262,18,7,0.1,3.45604,6.41597,False
263,10,6.5,100,8.10646,6.37147,False
264,10,6.5,1000,8.10902,6.37142,False
265,10,5.5,10,9.87846,6.35684,True
266,18,7.5,0.1,3.22664,6.08924,False
267,10,7,100,7.72365,6.08393,False
268,10,7,1000,7.72563,6.08389,False
269,18,7,1,4.0804,6.02571,False
270,32,5.5,0.1,4.66443,5.95597,False
271,10,6,10,9.17406,5.87888,True
272,10,7.5,100,7.37722,5.87771,False
273,10,7.5,1000,7.3788,5.87769,False
274,18,8,0.1,3.05593,5.75437,False
275,10,8,100,7.12786,5.74954,False
276,10,8,1000,7.1291,5.74954,False
277,32,5.5,1,5.18927,5.66728,False
278,18,7.5,1,3.78201,5.65909,False
279,32,6,0.1,4.10651,5.54797,False
280,10,6.5,10,8.6099,5.52339,True
281,18,8,1,3.52074,5.35905,False
282,10,7,10,8.10182,5.26417,True
283,32,6,1,4.54349,5.24138,False
284,32,6.5,0.1,3.58751,5.17574,False
285,10,7.5,10,7.61468,5.11167,False
286,10,8,10,7.1878,5.01602,False
287,18,5.5,1000,6.83456,4.9961,False
288,18,5.5,100,6.83017,4.99607,False
289,18,5.5,10,7.79988,4.89476,True
290,32,6.5,1,4.02375,4.87518,False
291,32,7,0.1,3.17792,4.85564,False
292,18,6,1000,6.36853,4.74632,False
293,18,6,100,6.36518,4.74627,False
294,32,7.5,0.1,2.85746,4.58344,False
295,18,6.5,1000,6.05257,4.57322,False
296,18,6.5,100,6.04988,4.57319,False
297,32,7,1,3.59514,4.56464,False
298,18,6,10,7.2682,4.51207,True
299,18,7,1000,5.80618,4.43413,False
300,18,7,100,5.80407,4.43411,False
301,32,8,0.1,2.60993,4.35757,False
302,56,5.5,0.1,4.57961,4.33903,False
303,18,7.5,1000,5.55417,4.32172,False
304,18,7.5,100,5.55249,4.32171,False
305,32,7.5,1,3.27127,4.3012,False
306,18,8,1000,5.36041,4.2489,False
307,18,8,100,5.35912,4.24888,False
308,18,6.5,10,6.69924,4.21673,True
309,56,5.5,1,4.82367,4.15636,False
310,32,8,1,3.00215,4.09001,False
311,56,6,0.1,4.0741,4.04504,False
312,18,7,10,6.2255,3.9913,False
313,56,6,1,4.33346,3.86495,False
314,18,7.5,10,5.85805,3.83802,False
315,56,6.5,0.1,3.59574,3.79484,False
316,32,5.5,10,6.44895,3.77641,True
317,18,8,10,5.53642,3.72971,False
318,56,6.5,1,3.84349,3.61499,False
319,56,7,0.1,3.16911,3.5784,False
320,32,5.5,1000,5.29609,3.5082,False
321,32,5.5,100,5.29153,3.5081,False
322,32,6,10,5.88702,3.47439,True
323,56,7,1,3.40753,3.40211,False
324,56,7.5,0.1,2.80579,3.3919,False
325,32,6,1000,4.89157,3.32824,False
326,32,6,100,4.88803,3.32816,False
327,56,8,0.1,2.50066,3.23296,False
328,32,6.5,10,5.36898,3.22381,True
329,56,7.5,1,3.05043,3.21747,False
330,32,6.5,1000,4.57789,3.18923,False
331,32,6.5,100,4.57511,3.18916,False
332,32,7,1000,4.33244,3.0909,False
333,32,7,100,4.33029,3.09084,False
334,100,5.5,0.1,3.90083,3.08623,False
335,56,8,1,2.75955,3.06322,False
336,32,7.5,1000,4.17359,3.04645,False
337,32,7.5,100,4.17194,3.0464,False
338,32,7,10,4.99957,3.03425,False
339,32,8,1000,4.04211,3.02866,False
340,32,8,100,4.04078,3.02862,False
341,100,5.5,1,3.98173,2.97166,False
342,56,5.5,10,5.21686,2.90592,True
343,32,7.5,10,4.69719,2.89765,False
344,100,6,0.1,3.63692,2.87792,False
345,32,8,10,4.35957,2.80774,False
346,100,6,1,3.73572,2.76832,False
347,100,6.5,0.1,3.34425,2.70515,False
348,56,6,10,4.82482,2.6686,True
349,100,6.5,1,3.45712,2.60044,False
350,100,7,0.1,3.04378,2.55965,False
351,56,6.5,10,4.45701,2.47799,True
352,56,5.5,1000,4.05341,2.46493,False
353,56,5.5,100,4.04829,2.46473,False
354,100,7,1,3.16585,2.45719,False
355,100,7.5,0.1,2.75052,2.43532,False
356,56,6,1000,3.81752,2.33537,False
357,56,6,100,3.81364,2.33527,False
358,100,7.5,1,2.88225,2.33328,False
359,100,8,0.1,2.47698,2.32887,False
360,56,7,10,4.12797,2.3236,False
361,56,6.5,1000,3.56734,2.22918,False
362,56,6.5,100,3.56431,2.22909,False
363,100,8,1,2.61093,2.22759,False
364,100,5.5,10,4.13609,2.2124,True
365,56,7.5,10,3.82284,2.19803,True
366,178,5.5,0.1,2.95058,2.17873,False
367,56,7,1000,3.33098,2.14887,False
368,56,7,100,3.32857,2.1488,False
369,178,5.5,1,2.97855,2.11122,False
370,56,8,10,3.56472,2.10194,False
371,56,7.5,1000,3.13268,2.09316,False
372,56,7.5,100,3.13085,2.0931,False
373,56,8,1000,2.98334,2.06583,False
374,56,8,100,2.98196,2.06578,False
375,178,6,0.1,2.84436,2.03116,False
376,100,6,10,3.82222,2.01448,True
377,178,6,1,2.8727,1.96301,False
378,178,6.5,0.1,2.7135,1.90927,False
379,100,6.5,10,3.55351,1.86051,True
380,178,6.5,1,2.74276,1.84173,False
381,178,7,0.1,2.56502,1.80778,False
382,178,7,1,2.60028,1.74258,False
383,100,7,10,3.27814,1.73781,True
384,178,7.5,0.1,2.40299,1.72251,False
385,178,7.5,1,2.44621,1.66021,False
386,100,5.5,1000,2.83049,1.65336,False
387,100,5.5,100,2.82694,1.65328,False
388,178,8,0.1,2.2355,1.65072,False
389,100,7.5,10,3.08029,1.64499,False
390,178,5.5,10,3.14813,1.64144,True
391,178,8,1,2.28609,1.59031,False
392,100,6,1000,2.74281,1.58208,False
393,100,6,100,2.73937,1.58195,False
394,100,8,10,2.88145,1.56933,False
395,316,5.5,0.1,2.11896,1.52788,False
396,100,6.5,1000,2.63325,1.51853,False
397,100,6.5,100,2.63026,1.5184,False
398,178,6,10,2.94956,1.50856,True
399,316,5.5,1,2.13874,1.48912,False
400,100,7,1000,2.5049,1.46289,False
401,100,7,100,2.50226,1.4628,False
402,316,6,0.1,2.0599,1.42134,False
403,100,7.5,1000,2.38188,1.41741,False
404,100,7.5,100,2.37973,1.41733,False
405,178,6.5,10,2.74484,1.39305,True
406,100,8,1000,2.23996,1.38514,False
407,100,8,100,2.23828,1.38508,False
408,316,6,1,2.07406,1.38283,False
409,316,6.5,0.1,1.99273,1.33422,False
410,316,6.5,1,2.00126,1.29565,False
411,178,7,10,2.57123,1.29334,True
412,316,7,0.1,1.92207,1.26261,False
413,316,7,1,1.92946,1.2235,False
414,178,7.5,10,2.40975,1.21762,True
415,316,7.5,0.1,1.84752,1.20323,False
416,316,5.5,10,2.23238,1.19362,False
417,316,7.5,1,1.858,1.1642,False
418,178,8,10,2.26575,1.15457,True
419,316,8,0.1,1.76806,1.15368,False
420,316,8,1,1.77585,1.11522,False
421,316,6,10,2.15445,1.10053,True
422,178,5.5,100,1.86209,1.08972,False
423,178,5.5,1000,1.86482,1.08942,False
424,562,5.5,0.1,1.52144,1.06362,False
425,562,5.5,1,1.53229,1.04092,False
426,178,6,100,1.80312,1.04057,False
427,178,6,1000,1.80549,1.04053,False
428,316,6.5,10,2.04779,1.02074,True
429,178,6.5,1000,1.7531,1.00505,False
430,178,6.5,100,1.75079,1.00498,False
431,562,6,0.1,1.47588,0.988393,False
432,178,7,1000,1.71921,0.974974,False
433,178,7,100,1.71709,0.974879,False
434,562,6,1,1.48459,0.965816,False
435,316,7,10,1.94709,0.953337,True
436,178,7.5,1000,1.67715,0.948928,False
437,178,7.5,100,1.6752,0.94884,False
438,562,6.5,0.1,1.42415,0.925485,False
439,178,8,1000,1.61877,0.925362,False
440,178,8,100,1.61707,0.925295,False
441,562,6.5,1,1.42966,0.903526,False
442,316,7.5,10,1.82358,0.896274,True
443,562,7,0.1,1.37166,0.873452,False
444,562,5.5,10,1.56732,0.851596,False
445,562,7,1,1.37664,0.851349,False
446,316,8,10,1.70922,0.848491,True
447,562,7.5,0.1,1.32175,0.830755,False
448,562,7.5,1,1.32148,0.808392,False
449,562,8,0.1,1.27537,0.795703,False
450,562,6,10,1.50199,0.784094,True
451,562,8,1,1.27462,0.773443,False
452,562,6.5,10,1.43463,0.730957,True
453,1000,5.5,0.1,1.07114,0.729623,False
454,316,5.5,100,1.176,0.715693,False
455,1000,5.5,1,1.07355,0.714818,False
456,316,5.5,1000,1.17474,0.714296,False
457,562,7,10,1.38009,0.686168,True
458,316,6,100,1.14342,0.685554,False
459,316,6,1000,1.14429,0.68487,False
460,1000,6,0.1,1.0523,0.681607,False
461,1000,6,1,1.05494,0.667659,False
462,316,6.5,100,1.1108,0.659834,False
463,316,6.5,1000,1.11214,0.659585,False
464,562,7.5,10,1.32342,0.646726,True
465,1000,6.5,0.1,1.01898,0.639376,False
466,316,7,100,1.08188,0.638616,False
467,316,7,1000,1.08333,0.638581,False
468,1000,6.5,1,1.01937,0.625973,False
469,316,7.5,1000,1.05783,0.624642,False
470,316,7.5,100,1.05644,0.624601,False
471,562,8,10,1.26844,0.613713,True
472,316,8,1000,1.03746,0.612373,False
473,316,8,100,1.0361,0.612306,False
474,1000,7,0.1,0.97962,0.602958,False
475,1000,5.5,10,1.07412,0.594583,True
476,1000,7,1,0.981066,0.590113,False
477,1000,7.5,0.1,0.939492,0.572175,False
478,1000,7.5,1,0.939986,0.55958,False
479,1000,6,10,1.04862,0.552796,True
480,1000,8,0.1,0.901468,0.546675,False
481,1000,8,1,0.903089,0.534239,False
482,1000,6.5,10,1.01227,0.515599,True
483,1000,7,10,0.970806,0.484263,True
484,562,5.5,100,0.715766,0.474043,False
485,562,5.5,1000,0.704125,0.470992,False
486,1000,7.5,10,0.923213,0.459133,True
487,562,6,100,0.694317,0.454118,False
488,562,6,1000,0.689059,0.452376,False
489,1000,8,10,0.878074,0.437935,True
490,562,6.5,100,0.676528,0.43658,True
491,562,6.5,1000,0.67551,0.435726,True
492,562,7,100,0.664038,0.423344,False
493,562,7,1000,0.664365,0.422906,True
494,562,7.5,100,0.644253,0.413001,False
495,562,7.5,1000,0.64492,0.412819,True
496,562,8,100,0.626152,0.404478,False
497,562,8,1000,0.626959,0.404444,True
498,1000,5.5,100,0.426872,0.316257,True
499,1000,5.5,1000,0.4104,0.31272,False
500,1000,6,100,0.41433,0.30568,True
501,1000,6,1000,0.402866,0.30311,True
502,1000,6.5,100,0.398551,0.296357,True
503,1000,6.5,1000,0.391134,0.294589,True
504,1000,7,100,0.383915,0.288018,True
505,1000,7,1000,0.380129,0.286953,True
506,1000,7.5,100,0.373464,0.280897,True
507,1000,7.5,1000,0.372073,0.280324,True
508,1000,8,100,0.36851,0.275261,False
509,1000,8,1000,0.368528,0.27503,True
