,$\gamma^\mathrm{risk}$,$\gamma^\mathrm{trade}$,$\gamma^\mathrm{hold}$,Return,Risk,is_pareto
112,1,7.5,100,19.3328,16.2709,False
113,1,8,100,19.4928,16.2038,True
114,1,7.5,10,18.562,16.1527,False
115,1,8,10,18.7657,16.058,True
116,1,7.5,0.1,11.3576,16.0415,False
117,1,7.5,1,13.4732,15.6432,False
118,1,8,0.1,12.6257,15.1889,False
119,1,8,1,14.3911,15.185,False
120,2,5.5,0.1,6.58354,13.8906,False
121,2,6,0.1,5.97354,13.4721,False
122,2,5.5,1,8.02375,13.1735,False
123,2,6.5,0.1,5.68285,13.0244,False
124,2,6,1,7.47478,12.7404,False
125,2,7,0.1,5.64023,12.6152,False
126,2,6.5,1,7.03112,12.3393,False
127,2,7.5,0.1,6.16065,12.1423,False
128,2,7,1,7.20285,11.8886,False
129,2,8,0.1,6.91754,11.7256,False
130,2,7.5,1,7.64078,11.5176,False
131,2,5.5,100,16.5598,11.3266,True
132,2,8,1,8.3305,11.2493,False
133,2,5.5,10,14.8234,11.228,False
134,2,6,100,15.5687,11.1749,True
135,2,6.5,100,14.6312,11.1026,True
136,2,8,100,13.2792,11.0867,False
137,2,7,100,13.9118,11.0688,False
138,2,6,10,13.9409,11.0531,False
139,2,7.5,100,13.2602,11.0432,False
140,2,8,10,12.5141,10.9918,False
141,2,6.5,10,13.2003,10.9429,False
142,3,5.5,0.1,6.37579,10.9133,False
143,2,7.5,10,12.2118,10.9131,False
144,2,7,10,12.6993,10.9092,False
145,3,6,0.1,5.52613,10.5385,False
146,3,5.5,1,7.44762,10.3249,False
147,3,6.5,0.1,4.95052,10.269,False
148,3,7,0.1,4.68982,10.0393,False
149,3,6,1,6.68519,9.96587,False
150,3,7.5,0.1,4.7033,9.83751,False
151,3,6.5,1,6.17544,9.7163,False
152,3,8,0.1,4.96893,9.66412,False
153,3,7,1,5.87886,9.52821,False
154,3,7.5,1,5.82898,9.36706,False
155,3,8,1,6.01712,9.22712,False
156,3,5.5,100,13.9721,8.8219,True
157,3,8,100,11.0913,8.7339,False
158,3,5.5,10,12.6051,8.70716,False
159,3,7.5,100,11.5256,8.62614,False
160,3,8,10,10.153,8.61735,False
161,3,6,100,13.1984,8.60809,True
162,3,7,100,12.0624,8.56295,False
163,3,6.5,100,12.6776,8.54909,True
164,3,6,10,11.9302,8.51818,True
165,3,7.5,10,10.438,8.51084,False
166,3,7,10,10.8197,8.46237,False
167,3,6.5,10,11.3683,8.46019,True
168,6,5.5,0.1,6.50718,7.4042,False
169,6,5.5,1,7.00454,7.1205,False
170,6,6,0.1,5.77462,7.01215,False
171,6,6.5,0.1,5.13907,6.76093,False
172,6,6,1,6.31368,6.72444,False
173,6,7,0.1,4.60981,6.61866,False
174,6,7.5,0.1,4.20054,6.55618,False
175,6,8,0.1,3.92323,6.54655,False
176,6,6.5,1,5.72098,6.48711,False
177,6,5.5,100,10.3879,6.42382,True
178,6,7,1,5.2133,6.3547,False
179,6,5.5,10,9.38901,6.32047,False
180,6,8,1,4.58847,6.30113,False
181,6,7.5,1,4.8222,6.2994,False
182,6,6,100,9.90661,6.09004,True
183,6,6,10,8.99715,5.98571,False
184,10,5.5,0.1,5.88996,5.8455,False
185,6,6.5,100,9.51961,5.84339,True
186,6,6.5,10,8.65925,5.75212,False
187,10,5.5,1,6.10299,5.69866,False
188,6,7,100,9.13015,5.6873,True
189,6,8,100,8.51132,5.65666,False
190,6,8,10,7.75102,5.62224,False
191,6,7,10,8.24776,5.61585,False
192,6,7.5,100,8.73863,5.61133,True
193,6,7.5,10,7.91509,5.5604,True
194,10,6,0.1,5.38975,5.46785,False
195,10,6,1,5.65828,5.32602,False
196,10,6.5,0.1,4.94363,5.19366,False
197,10,5.5,10,7.28006,5.06065,False
198,10,6.5,1,5.24558,5.04618,False
199,10,5.5,100,7.63196,5.03389,True
200,10,7,0.1,4.53894,5.00852,False
201,10,7.5,0.1,4.17643,4.9019,False
202,10,7,1,4.86236,4.86129,False
203,10,8,0.1,3.85554,4.85874,False
204,10,6,100,7.4332,4.80466,True
205,10,6,10,6.99065,4.78358,False
206,10,7.5,1,4.52439,4.75264,False
207,10,8,1,4.2294,4.71511,False
208,10,6.5,100,7.25855,4.62198,True
209,10,6.5,10,6.68822,4.56875,False
210,18,5.5,0.1,4.85988,4.49456,False
211,10,7,100,7.08052,4.48461,True
212,10,7,10,6.50318,4.4368,False
213,18,5.5,1,4.92714,4.40244,False
214,10,7.5,100,6.88041,4.38449,True
215,10,7.5,10,6.33334,4.34458,False
216,10,8,100,6.73854,4.31735,True
217,10,8,10,6.18252,4.29316,True
218,18,6,0.1,4.46373,4.19367,False
219,18,6,1,4.54441,4.11016,False
220,18,6.5,0.1,4.15083,3.95496,False
221,18,6.5,1,4.24765,3.8801,False
222,18,5.5,10,5.40767,3.83395,True
223,18,7,0.1,3.897,3.77313,False
224,18,7,1,4.01131,3.70195,False
225,18,6,10,5.12297,3.64916,False
226,18,7.5,0.1,3.67967,3.64181,False
227,18,5.5,100,5.1997,3.61713,True
228,18,7.5,1,3.82779,3.57572,False
229,18,8,0.1,3.4825,3.55538,False
230,18,6.5,10,4.91505,3.48945,False
231,18,6,100,4.96835,3.48678,True
232,18,8,1,3.64632,3.48654,False
233,18,6.5,100,4.86213,3.38209,True
234,18,7,10,4.72478,3.36745,False
235,32,5.5,0.1,3.99906,3.34824,False
236,18,7,100,4.79143,3.29766,True
237,32,5.5,1,4.02286,3.28173,False
238,18,7.5,10,4.60539,3.27479,False
239,18,7.5,100,4.73766,3.2351,True
240,18,8,10,4.48294,3.2153,False
241,18,8,100,4.69013,3.19673,True
242,32,6,0.1,3.61258,3.15279,False
243,32,6,1,3.63702,3.09328,False
244,32,6.5,0.1,3.30748,2.98164,False
245,32,6.5,1,3.33622,2.92989,False
246,32,7,0.1,3.07258,2.83773,False
247,32,5.5,10,4.15758,2.81695,True
248,32,7,1,3.11115,2.79254,False
249,32,7.5,0.1,2.89123,2.72196,False
250,32,6,10,3.82591,2.68119,True
251,32,7.5,1,2.93466,2.68076,False
252,32,8,0.1,2.75088,2.63451,False
253,32,8,1,2.80754,2.59678,False
254,32,6.5,10,3.59082,2.58068,False
255,32,5.5,100,3.75253,2.50412,True
256,32,7,10,3.41007,2.50101,False
257,32,7.5,10,3.2752,2.4352,False
258,32,6,100,3.46839,2.41896,True
259,32,8,10,3.2027,2.3849,False
260,56,5.5,0.1,3.24594,2.36668,False
261,32,6.5,100,3.26387,2.35397,True
262,56,5.5,1,3.2549,2.32256,True
263,32,7,100,3.12267,2.30217,False
264,32,7.5,100,3.03337,2.26486,False
265,56,6,0.1,2.93264,2.25763,False
266,32,8,100,2.99652,2.23775,False
267,56,6,1,2.94463,2.21578,False
268,56,6.5,0.1,2.66043,2.15948,False
269,56,6.5,1,2.67005,2.12078,False
270,56,7,0.1,2.43353,2.07075,False
271,56,7,1,2.44673,2.03562,False
272,56,7.5,0.1,2.24799,1.99182,False
273,56,5.5,10,3.24708,1.99082,True
274,56,7.5,1,2.26076,1.96025,False
275,56,8,0.1,2.10218,1.92425,False
276,56,6,10,2.97331,1.90387,True
277,56,8,1,2.11473,1.89687,False
278,56,6.5,10,2.73281,1.8369,False
279,56,7,10,2.54746,1.77966,False
280,56,7.5,10,2.38583,1.73212,False
281,56,5.5,100,2.74058,1.7064,True
282,56,8,10,2.26169,1.69485,False
283,56,6,100,2.53598,1.63858,True
284,56,6.5,100,2.35486,1.59031,False
285,100,5.5,0.1,2.44887,1.58054,True
286,100,5.5,1,2.4452,1.5546,True
287,56,7,100,2.19284,1.55286,False
288,56,7.5,100,2.05479,1.52417,False
289,100,6,0.1,2.24222,1.50814,False
290,56,8,100,1.9596,1.50479,False
291,100,6,1,2.24039,1.48235,False
292,100,6.5,0.1,2.05098,1.44918,False
293,100,6.5,1,2.0548,1.42407,False
294,100,7,0.1,1.8776,1.39946,False
295,100,7,1,1.88503,1.3754,False
296,100,7.5,0.1,1.72404,1.35589,False
297,100,5.5,10,2.39364,1.35121,True
298,100,7.5,1,1.73349,1.33314,False
299,100,8,0.1,1.5911,1.3168,False
300,100,8,1,1.60122,1.29572,False
301,100,6,10,2.20969,1.28385,True
302,100,6.5,10,2.04196,1.22936,True
303,100,7,10,1.89397,1.18713,True
304,100,7.5,10,1.76614,1.15805,False
305,100,8,10,1.65406,1.13557,False
306,100,5.5,100,1.88833,1.11958,True
307,100,6,100,1.77122,1.07461,True
308,178,5.5,0.1,1.72667,1.04531,True
309,100,6.5,100,1.657,1.03556,False
310,178,5.5,1,1.72257,1.03064,True
311,100,7,100,1.54494,1.0048,False
312,178,6,0.1,1.60431,0.990638,False
313,100,7.5,100,1.44557,0.981826,False
314,178,6,1,1.60178,0.975726,False
315,100,8,100,1.35381,0.965012,False
316,178,6.5,0.1,1.4874,0.945674,False
317,178,6.5,1,1.48442,0.930853,False
318,178,5.5,10,1.65876,0.910028,True
319,178,7,0.1,1.37605,0.908736,False
320,178,7,1,1.3732,0.893958,False
321,178,7.5,0.1,1.2713,0.878394,False
322,178,7.5,1,1.271,0.864017,False
323,178,6,10,1.55258,0.856273,True
324,178,8,0.1,1.17463,0.853038,False
325,178,8,1,1.17804,0.838945,False
326,178,6.5,10,1.45024,0.813416,True
327,178,7,10,1.34859,0.778576,True
328,178,7.5,10,1.26338,0.749929,True
329,178,8,10,1.17817,0.726902,False
330,178,5.5,100,1.239,0.715631,True
331,316,5.5,0.1,1.15942,0.690808,False
332,178,6,100,1.16874,0.686227,True
333,316,5.5,1,1.15509,0.682746,True
334,178,6.5,100,1.10569,0.661372,True
335,316,6,0.1,1.08604,0.650606,True
336,316,6,1,1.08288,0.64244,False
337,178,7,100,1.04603,0.640145,False
338,178,7.5,100,0.990298,0.621576,False
339,316,6.5,0.1,1.01635,0.616638,False
340,316,5.5,10,1.08529,0.61008,True
341,316,6.5,1,1.01328,0.608095,False
342,178,8,100,0.934776,0.607191,False
343,316,7,0.1,0.950325,0.588011,False
344,316,7,1,0.948689,0.579445,False
345,316,6,10,1.0228,0.571141,True
346,316,7.5,0.1,0.88714,0.563657,False
347,316,7.5,1,0.88539,0.555137,False
348,316,8,0.1,0.826591,0.543029,False
349,316,6.5,10,0.970967,0.537624,True
350,316,8,1,0.825076,0.53466,False
351,316,7,10,0.919103,0.509656,True
352,316,7.5,10,0.865144,0.486163,True
353,316,8,10,0.809492,0.466,True
354,316,5.5,100,0.788548,0.45812,True
355,562,5.5,0.1,0.751168,0.456895,True
356,562,5.5,1,0.746129,0.451995,True
357,316,6,100,0.744311,0.43318,True
358,562,6,0.1,0.704631,0.428154,False
359,562,6,1,0.700633,0.423268,False
360,316,6.5,100,0.707539,0.415664,True
361,562,5.5,10,0.694142,0.408347,True
362,562,6.5,0.1,0.662723,0.403767,False
363,316,7,100,0.672236,0.400806,True
364,562,6.5,1,0.659499,0.399047,True
365,316,7.5,100,0.640445,0.388354,False
366,562,7,0.1,0.622579,0.382544,False
367,562,6,10,0.649909,0.380156,True
368,562,7,1,0.620419,0.377724,True
369,316,8,100,0.610387,0.377577,False
370,562,7.5,0.1,0.584425,0.364158,False
371,562,7.5,1,0.582361,0.359308,False
372,562,6.5,10,0.616951,0.356681,True
373,562,8,0.1,0.548718,0.348191,False
374,562,8,1,0.547519,0.343278,False
375,562,7,10,0.583522,0.33617,True
376,562,7.5,10,0.554882,0.317901,True
377,1000,5.5,0.1,0.471299,0.303689,False
378,562,8,10,0.528037,0.301778,True
379,1000,5.5,1,0.467993,0.301037,False
380,562,5.5,100,0.491716,0.294316,True
381,1000,6,0.1,0.441323,0.285443,False
382,1000,6,1,0.438303,0.282629,False
383,562,6,100,0.462081,0.278045,True
384,1000,5.5,10,0.434314,0.276193,False
385,1000,6.5,0.1,0.414073,0.269045,False
386,1000,6.5,1,0.410915,0.266299,False
387,562,6.5,100,0.43514,0.262932,True
388,1000,6,10,0.405903,0.257788,False
389,1000,7,0.1,0.389864,0.254626,False
390,1000,7,1,0.387772,0.251946,False
391,562,7,100,0.412826,0.250547,True
392,1000,7.5,0.1,0.366668,0.24166,False
393,562,7.5,100,0.393532,0.24089,True
394,1000,6.5,10,0.378943,0.240846,True
395,1000,7.5,1,0.364938,0.238965,False
396,562,8,100,0.375688,0.232484,True
397,1000,8,0.1,0.344399,0.230047,False
398,1000,8,1,0.342704,0.227288,False
399,1000,7,10,0.356923,0.227245,True
400,1000,7.5,10,0.338876,0.214724,True
401,1000,8,10,0.321556,0.203399,True
402,1000,5.5,100,0.289026,0.193586,True
403,1000,6,100,0.273212,0.184147,True
404,1000,6.5,100,0.258499,0.175156,True
405,1000,7,100,0.24322,0.166526,True
406,1000,7.5,100,0.229576,0.158323,True
407,1000,8,100,0.218192,0.151633,True
